"tanggal","waktu","lat","lon","kdlm.KM","mag.SR","typemag","smaj","smin","az","rms","cphase","region"
"7/29/2018","05:00:54 UTC",-8.88,116.27,10,2.9,"MLv",1.492,0.488,193,0.335,7,"Sumbawa Region, Indonesia"
"7/29/2018","05:03:29 UTC",-8.44,116.55,13,2.9,"MLv",2.37,0.442,179,0.389,6,"Sumbawa Region, Indonesia"
"7/29/2018","05:04:34 UTC",-8.9,116.26,13,2.7,"MLv",2.287,0.502,211,0.097,5,"Sumbawa Region, Indonesia"
"7/29/2018","05:24:42 UTC",-8.77,116.27,14,2.9,"MLv",2.039,0.387,211,0.169,8,"Sumbawa Region, Indonesia"
"7/29/2018","05:29:07 UTC",-8.77,116.34,10,2.6,"MLv",2.295,0.422,203,0.47,5,"Sumbawa Region, Indonesia"
"7/29/2018","05:38:04 UTC",-8.81,116.29,11,3.1,"MLv",1.287,0.434,222,0.189,6,"Sumbawa Region, Indonesia"
"7/29/2018","05:39:29 UTC",-8.8,116.34,10,2.5,"MLv",1.419,0.444,211,0.153,5,"Sumbawa Region, Indonesia"
"7/29/2018","05:43:16 UTC",-8.49,116.46,10,2.4,"MLv",1.343,0.369,176,0.511,5,"Sumbawa Region, Indonesia"
"7/29/2018","05:49:12 UTC",-8.79,116.29,10,2.5,"MLv",1.468,0.418,185,0.274,5,"Sumbawa Region, Indonesia"
"7/29/2018","05:58:27 UTC",-8.31,116.47,12,3.2,"MLv",2.298,0.387,176,0.577,11,"Sumbawa Region, Indonesia"
"7/29/2018","06:11:51 UTC",-8.49,116.43,10,3.2,"MLv",4.605,0.337,162,0.744,8,"Sumbawa Region, Indonesia"
"7/29/2018","06:25:17 UTC",-8.86,116.28,32,3.6,"MLv",5.346,0.477,183,0.801,12,"Sumbawa Region, Indonesia"
"7/29/2018","06:32:39 UTC",-8.24,116.47,11,3,"MLv",2.309,0.417,181,0.734,9,"Sumbawa Region, Indonesia"
"7/29/2018","06:39:16 UTC",-8.93,116.19,10,2.9,"MLv",2.141,0.516,190,0.754,8,"Sumbawa Region, Indonesia"
"7/29/2018","06:48:31 UTC",-8.24,116.58,12,3,"MLv",1.73,0.515,209,0.425,5,"Sumbawa Region, Indonesia"
"7/29/2018","06:52:09 UTC",-8.42,116.44,12,3.6,"MLv",5.206,0.337,167,0.705,14,"Sumbawa Region, Indonesia"
"7/29/2018","07:02:38 UTC",-8.05,117.87,10,3.1,"MLv",3.842,0.627,142,0.586,10,"Sumbawa Region, Indonesia"
"7/29/2018","07:19:14 UTC",-8.27,116.45,10,3.4,"MLv",5.205,0.383,177,0.605,12,"Sumbawa Region, Indonesia"
"7/29/2018","07:24:46 UTC",-8.25,116.49,10,3.5,"MLv",5.167,0.428,175,0.653,13,"Sumbawa Region, Indonesia"
"7/29/2018","07:31:27 UTC",-8.8,116.32,13,2.9,"MLv",1.443,0.432,212,0.082,7,"Sumbawa Region, Indonesia"
"7/29/2018","07:39:05 UTC",-8.81,116.29,12,3.1,"MLv",4.455,0.432,168,0.659,7,"Sumbawa Region, Indonesia"
"7/29/2018","07:43:19 UTC",-8.75,116.29,13,2.7,"MLv",2.017,0.38,174,0.139,7,"Sumbawa Region, Indonesia"
"7/29/2018","07:48:07 UTC",-8.44,116.53,21,2.9,"MLv",1.765,0.43,167,0.104,7,"Sumbawa Region, Indonesia"
"7/29/2018","07:52:09 UTC",-8.81,116.37,28,3.3,"MLv",2.223,0.473,185,0.283,9,"Sumbawa Region, Indonesia"
"7/29/2018","07:54:10 UTC",-8.37,116.55,10,3.9,"MLv",5.988,0.458,122,0.65,15,"Sumbawa Region, Indonesia"
"7/29/2018","07:57:27 UTC",-8.57,116.47,10,2.2,"MLv",1.319,0.396,179,0.086,5,"Sumbawa Region, Indonesia"
"7/29/2018","08:01:14 UTC",-8.57,116.46,10,2.6,"MLv",1.329,0.393,169,0.132,6,"Sumbawa Region, Indonesia"
"7/29/2018","08:06:29 UTC",-8.86,116.26,10,2.7,"MLv",2.115,0.461,191,0.131,6,"Sumbawa Region, Indonesia"
"7/29/2018","08:12:33 UTC",45.64,151.4,10,5.1,"mb",83.891,30.155,193,0.779,14,"Kuril Islands"
"7/29/2018","08:13:19 UTC",-4.95,129.57,220,4.2,"MLv",13.618,0.544,96,0.892,15,"Banda Sea"
"7/29/2018","08:17:33 UTC",-8.39,116.56,10,2.3,"MLv",1.371,0.464,187,0.188,6,"Sumbawa Region, Indonesia"
"7/29/2018","08:19:18 UTC",2.3,126.79,10,4.6,"MLv",10.083,1.102,119,0.558,16,"Northern Molucca Sea"
"7/29/2018","08:35:44 UTC",-8.88,116.22,15,3.1,"MLv",5.407,0.474,210,0.487,7,"Sumbawa Region, Indonesia"
"7/29/2018","08:38:36 UTC",-8.7,116.44,11,2.9,"MLv",4.357,0.434,186,0.367,8,"Sumbawa Region, Indonesia"
"7/29/2018","08:46:20 UTC",-8.81,116.31,10,2.6,"MLv",1.45,0.444,213,0.177,4,"Sumbawa Region, Indonesia"
"7/29/2018","08:54:23 UTC",-8.31,116.51,10,3,"MLv",4.496,0.426,142,0.751,7,"Sumbawa Region, Indonesia"
"7/29/2018","09:09:43 UTC",-8.82,116.27,25,3,"MLv",2.046,0.432,215,0.751,6,"Sumbawa Region, Indonesia"
"7/29/2018","09:14:21 UTC",-8.98,116.08,22,3,"MLv",2.26,0.557,200,0.669,7,"Sumbawa Region, Indonesia"
"7/29/2018","09:17:21 UTC",-8.79,116.31,10,2.5,"MLv",1.451,0.423,211,0.209,6,"Sumbawa Region, Indonesia"
"7/29/2018","09:28:43 UTC",-8.77,116.39,19,2.7,"MLv",1.369,0.454,208,0.426,6,"Sumbawa Region, Indonesia"
"7/29/2018","09:29:57 UTC",-8.53,116.41,10,2.4,"MLv",1.384,0.329,176,0.27,6,"Sumbawa Region, Indonesia"
"7/29/2018","09:41:19 UTC",-8.75,116.3,12,2.4,"MLv",1.462,0.387,236,0.055,5,"Sumbawa Region, Indonesia"
"7/29/2018","09:42:21 UTC",-8.61,116.43,17,2.4,"MLv",1.353,0.376,193,0.222,5,"Sumbawa Region, Indonesia"
"7/29/2018","09:45:03 UTC",-8.57,116.48,13,3,"MLv",1.346,0.411,178,0.083,6,"Sumbawa Region, Indonesia"
"7/29/2018","09:58:28 UTC",-8.27,116.46,10,3.3,"MLv",2.291,0.39,179,0.388,8,"Sumbawa Region, Indonesia"
"7/29/2018","10:05:00 UTC",-8.33,116.44,10,4.2,"MLv",5.205,0.359,122,1.144,14,"Sumbawa Region, Indonesia"
"7/29/2018","10:10:42 UTC",-8.3,116.59,11,2.9,"MLv",1.38,0.505,195,0.242,8,"Sumbawa Region, Indonesia"
"7/29/2018","10:13:25 UTC",-8.76,116.28,12,2.5,"MLv",1.478,0.386,210,0.172,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:22:12 UTC",-8.8,116.24,10,2.5,"MLv",1.522,0.397,248,0.167,5,"Sumbawa Region, Indonesia"
"7/29/2018","10:22:54 UTC",-8.82,116.28,10,2.7,"MLv",1.478,0.437,214,0.091,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:28:56 UTC",-8.77,116.32,14,2.5,"MLv",1.44,0.407,209,0.225,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:29:38 UTC",-8.85,116.28,10,2.6,"MLv",1.477,0.462,216,0.149,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:30:28 UTC",-8.78,116.36,10,2.6,"MLv",1.4,0.439,209,0.162,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:41:02 UTC",-8.52,116.51,10,2.2,"MLv",1.29,0.421,180,0.055,5,"Sumbawa Region, Indonesia"
"7/29/2018","10:43:24 UTC",-8.69,116.34,10,2.5,"MLv",1.431,0.356,203,0.213,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:46:17 UTC",-8.46,116.45,11,2.4,"MLv",1.366,0.349,179,0.263,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:48:21 UTC",-8.78,116.4,20,2.4,"MLv",1.363,0.467,208,0.244,7,"Sumbawa Region, Indonesia"
"7/29/2018","10:49:24 UTC",-8.86,116.25,10,2.4,"MLv",1.506,0.458,251,0.112,5,"Sumbawa Region, Indonesia"
"7/29/2018","10:57:38 UTC",-8.45,116.53,10,2.6,"MLv",1.355,0.433,182,0.253,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:00:38 UTC",-8.83,116.3,10,3,"MLv",1.463,0.452,215,0.137,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:05:26 UTC",-8.76,116.43,22,2.4,"MLv",1.332,0.447,222,0.037,5,"Sumbawa Region, Indonesia"
"7/29/2018","11:09:54 UTC",-8.82,116.28,10,2.4,"MLv",1.477,0.439,214,0.068,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:19:42 UTC",-8.77,116.33,10,2.5,"MLv",1.43,0.42,209,0.452,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:20:59 UTC",-8.7,116.34,13,2.8,"MLv",1.424,0.37,204,0.349,6,"Sumbawa Region, Indonesia"
"7/29/2018","11:27:15 UTC",-8.78,116.29,10,2.8,"MLv",1.474,0.403,240,0.077,5,"Sumbawa Region, Indonesia"
"7/29/2018","11:31:19 UTC",-8.74,116.41,15,2.8,"MLv",1.358,0.441,205,0.21,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:31:55 UTC",-8.85,116.27,10,3.5,"MLv",1.492,0.462,217,0.318,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:32:39 UTC",-8.2,116.5,10,3.7,"MLv",4.457,0.456,148,0.564,9,"Sumbawa Region, Indonesia"
"7/29/2018","11:36:07 UTC",-8.86,116.26,11,2.6,"MLv",1.494,0.462,217,0.152,6,"Sumbawa Region, Indonesia"
"7/29/2018","11:45:30 UTC",-8.82,116.22,14,2.5,"MLv",1.541,0.416,216,0.193,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:50:20 UTC",-8.78,116.3,10,2.4,"MLv",1.462,0.406,238,0.073,4,"Sumbawa Region, Indonesia"
"7/29/2018","11:52:21 UTC",-8.75,116.44,16,2.9,"MLv",1.379,0.439,205,0.422,7,"Sumbawa Region, Indonesia"
"7/29/2018","11:57:22 UTC",-8.77,116.25,15,2.2,"MLv",1.505,0.378,243,0.161,6,"Sumbawa Region, Indonesia"
"7/29/2018","12:03:50 UTC",-7.11,106.28,10,3.9,"MLv",3.371,0.292,122,0.693,14,"Java, Indonesia"
"7/29/2018","12:14:40 UTC",-8.77,116.43,16,2.7,"MLv",1.385,0.447,207,0.395,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:27:53 UTC",-8.82,116.27,11,2.5,"MLv",1.488,0.43,214,0.338,6,"Sumbawa Region, Indonesia"
"7/29/2018","12:29:35 UTC",-8.82,116.34,13,2.4,"MLv",1.423,0.463,213,0.294,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:35:17 UTC",-8.82,116.28,10,2.4,"MLv",1.478,0.435,214,0.164,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:40:03 UTC",-8.75,116.27,16,2.4,"MLv",1.494,0.368,209,0.248,6,"Sumbawa Region, Indonesia"
"7/29/2018","12:44:46 UTC",-8.58,116.49,10,2.2,"MLv",1.353,0.418,180,0.062,6,"Sumbawa Region, Indonesia"
"7/29/2018","12:50:11 UTC",-8.79,116.31,10,2.3,"MLv",1.453,0.423,211,0.715,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:51:26 UTC",-8.7,116.34,14,2.5,"MLv",1.423,0.369,203,0.208,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:53:05 UTC",-8.8,116.31,10,2.4,"MLv",1.448,0.431,212,0.344,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:54:28 UTC",-8.64,116.45,21,2.5,"MLv",1.346,0.416,192,0.361,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:56:00 UTC",-8.77,116.32,10,2.4,"MLv",1.445,0.407,209,0.695,6,"Sumbawa Region, Indonesia"
"7/29/2018","12:58:07 UTC",-8.84,116.28,10,2.3,"MLv",1.475,0.454,215,0.173,7,"Sumbawa Region, Indonesia"
"7/29/2018","12:59:01 UTC",-8.8,116.27,10,2.3,"MLv",1.492,0.414,213,0.251,7,"Sumbawa Region, Indonesia"
"7/29/2018","13:00:55 UTC",45.7,151.53,24,5.2,"mb",85.501,30.219,141,0.804,31,"Kuril Islands"
"7/29/2018","13:03:51 UTC",-8.39,116.56,10,2.4,"MLv",1.368,0.461,187,0.518,10,"Sumbawa Region, Indonesia"
"7/29/2018","13:05:29 UTC",3.83,126.68,14,4,"MLv",8.267,0.173,139,0.943,17,"Talaud Islands, Indonesia"
"7/29/2018","13:06:04 UTC",-8.83,116.26,10,2.5,"MLv",1.495,0.437,188,0.876,9,"Sumbawa Region, Indonesia"
"7/29/2018","13:10:17 UTC",-8.54,116.5,10,2.4,"MLv",1.347,0.413,174,0.807,10,"Sumbawa Region, Indonesia"
"7/29/2018","13:12:31 UTC",-0.49,123.73,105,3.3,"MLv",3.918,1.089,110,0.919,19,"Minahassa Peninsula, Sulawesi"
"7/29/2018","13:13:11 UTC",-8.8,116.22,10,2.5,"MLv",1.535,0.396,186,0.604,10,"Sumbawa Region, Indonesia"
"7/29/2018","13:15:45 UTC",-8.8,116.31,10,2.5,"MLv",1.45,0.434,185,0.513,10,"Sumbawa Region, Indonesia"
"7/29/2018","13:20:04 UTC",-8.38,116.59,10,2.6,"MLv",1.396,0.46,189,0.38,9,"Sumbawa Region, Indonesia"
"7/29/2018","13:20:25 UTC",-9.03,115.83,10,2.8,"MLv",2.001,0.657,214,0.763,9,"South of Bali, Indonesia"
"7/29/2018","13:23:24 UTC",-8.67,116.41,10,2.4,"MLv",1.892,0.392,171,0.614,12,"Sumbawa Region, Indonesia"
"7/29/2018","13:29:38 UTC",-8.1,117.9,16,3.5,"MLv",4.282,0.568,121,0.368,19,"Sumbawa Region, Indonesia"
"7/29/2018","13:34:35 UTC",-8.81,116.4,17,2.6,"MLv",1.91,0.477,185,0.249,11,"Sumbawa Region, Indonesia"
"7/29/2018","13:38:45 UTC",-8.75,116.33,10,2.3,"MLv",1.435,0.4,208,0.219,6,"Sumbawa Region, Indonesia"
"7/29/2018","13:41:26 UTC",-8.8,116.27,10,2.8,"MLv",2.117,0.409,185,0.456,13,"Sumbawa Region, Indonesia"
"7/29/2018","13:42:32 UTC",-8.85,116.28,10,2.6,"MLv",1.477,0.468,190,0.633,10,"Sumbawa Region, Indonesia"
"7/29/2018","13:44:22 UTC",-8.44,108.79,55,3.1,"MLv",3.003,0.733,222,0.273,16,"Java, Indonesia"
"7/29/2018","13:46:49 UTC",-8.86,116.28,13,2.4,"MLv",1.48,0.468,190,0.329,10,"Sumbawa Region, Indonesia"
"7/29/2018","13:48:32 UTC",-8.02,116.59,10,2.6,"MLv",1.771,0.629,198,0.497,11,"Sumbawa Region, Indonesia"
"7/29/2018","14:00:21 UTC",-8.77,116.31,12,3,"MLv",2.157,0.404,182,0.45,14,"Sumbawa Region, Indonesia"
"7/29/2018","14:10:19 UTC",-8.71,116.4,35,3.4,"MLv",2.232,0.412,176,0.545,12,"Sumbawa Region, Indonesia"
"7/29/2018","14:10:45 UTC",-8.88,116.27,10,3.6,"MLv",4.501,0.486,192,0.438,18,"Sumbawa Region, Indonesia"
"7/29/2018","14:21:04 UTC",-8.82,116.3,10,2.7,"MLv",2.286,0.445,197,0.65,10,"Sumbawa Region, Indonesia"
"7/29/2018","14:21:35 UTC",-8.6,116.48,10,2.4,"MLv",1.351,0.416,166,0.528,10,"Sumbawa Region, Indonesia"
"7/29/2018","14:22:23 UTC",-8.91,116.37,22,2.8,"MLv",1.959,0.531,195,0.518,12,"Sumbawa Region, Indonesia"
"7/29/2018","14:27:54 UTC",-8.93,116.35,14,3.1,"MLv",2.221,0.562,196,0.658,13,"Sumbawa Region, Indonesia"
"7/29/2018","14:28:31 UTC",1.81,123.45,12,2.9,"MLv",4.046,1.196,160,0.269,11,"Minahassa Peninsula, Sulawesi"
"7/29/2018","14:32:57 UTC",-8.86,116.43,13,2.5,"MLv",1.43,0.464,190,0.18,10,"Sumbawa Region, Indonesia"
"7/29/2018","14:39:11 UTC",-9.17,123.93,34,2.6,"MLv",3.464,0.674,79,0.47,14,"Timor Region"
"7/29/2018","14:46:29 UTC",-8.87,116.28,11,2.9,"MLv",2.138,0.478,191,0.467,14,"Sumbawa Region, Indonesia"
"7/29/2018","14:48:13 UTC",-8.81,116.28,10,2.7,"MLv",1.99,0.426,186,0.363,8,"Sumbawa Region, Indonesia"
"7/29/2018","14:59:04 UTC",-8.55,116.5,10,2.5,"MLv",1.793,0.419,159,0.469,10,"Sumbawa Region, Indonesia"
"7/29/2018","15:00:15 UTC",-8.93,116.31,10,2.7,"MLv",1.449,0.554,197,0.547,9,"Sumbawa Region, Indonesia"
"7/29/2018","15:02:21 UTC",-4.51,102.5,36,3.5,"MLv",3.031,0.479,110,0.315,12,"Southern Sumatra, Indonesia"
"7/29/2018","15:08:04 UTC",-8.93,116.39,10,2.5,"MLv",1.429,0.525,196,0.201,10,"Sumbawa Region, Indonesia"
"7/29/2018","15:13:25 UTC",-8.75,116.41,10,2.6,"MLv",2.246,0.448,180,0.559,11,"Sumbawa Region, Indonesia"
"7/29/2018","15:15:09 UTC",-8.09,116.79,10,2.7,"MLv",2.413,0.653,195,0.697,10,"Sumbawa Region, Indonesia"
"7/29/2018","15:26:52 UTC",-8.78,116.29,10,2.5,"MLv",1.467,0.407,183,0.311,9,"Sumbawa Region, Indonesia"
"7/29/2018","15:27:29 UTC",-7.73,128.09,28,4.6,"mb",18.872,3.185,91,0.949,22,"Banda Sea"
"7/29/2018","15:33:59 UTC",-8.93,116.44,10,2.5,"MLv",1.327,0.478,196,0.133,7,"Sumbawa Region, Indonesia"
"7/29/2018","15:36:37 UTC",-8.14,116.7,12,2.6,"MLv",1.634,0.623,191,0.424,12,"Sumbawa Region, Indonesia"
"7/29/2018","15:39:20 UTC",-8.87,116.36,10,2.7,"MLv",2.216,0.519,192,0.333,11,"Sumbawa Region, Indonesia"
"7/29/2018","15:40:26 UTC",-2.02,138.44,14,4.7,"mb",13.915,1.816,173,0.758,21,"Irian Jaya, Indonesia"
"7/29/2018","15:46:53 UTC",-8.79,116.49,16,2.8,"MLv",2.335,0.389,183,0.727,12,"Sumbawa Region, Indonesia"
"7/29/2018","15:54:37 UTC",-8.78,116.32,10,2.9,"MLv",2.166,0.423,184,0.34,11,"Sumbawa Region, Indonesia"
"7/29/2018","15:57:18 UTC",-8.82,116.3,10,2.8,"MLv",2.149,0.444,187,0.578,10,"Sumbawa Region, Indonesia"
"7/29/2018","16:00:04 UTC",5.54,126.28,17,4.5,"mb",9.047,1.568,182,0.786,16,"Mindanao, Philippines"
"7/29/2018","16:04:46 UTC",-8.85,116.29,11,3.2,"MLv",2.287,0.463,189,0.426,16,"Sumbawa Region, Indonesia"
"7/29/2018","16:07:51 UTC",4.12,127.66,148,3.7,"MLv",7.334,0.993,241,0.925,12,"Talaud Islands, Indonesia"
"7/29/2018","16:10:58 UTC",-8.68,116.43,10,2.5,"MLv",1.343,0.417,173,0.541,7,"Sumbawa Region, Indonesia"
"7/29/2018","16:14:16 UTC",-8.73,116.31,10,2.6,"MLv",1.455,0.372,179,0.382,9,"Sumbawa Region, Indonesia"
"7/29/2018","16:17:26 UTC",-8.81,116.54,15,2.6,"MLv",1.503,0.344,185,0.392,8,"Sumbawa Region, Indonesia"
"7/29/2018","16:42:27 UTC",-8.44,116.44,10,3.4,"MLv",3.154,0.338,166,0.606,17,"Sumbawa Region, Indonesia"
"7/29/2018","17:05:22 UTC",-8.64,116.37,10,3.4,"MLv",2.274,0.347,167,0.639,18,"Sumbawa Region, Indonesia"
"7/29/2018","17:10:40 UTC",-4.63,102.06,15,3.5,"MLv",2.759,0.749,149,0.299,13,"Southern Sumatra, Indonesia"
"7/29/2018","17:19:07 UTC",-10.77,111.67,28,4.5,"MLv",11.813,2.71,183,0.61,30,"South of Java, Indonesia"
"7/29/2018","17:23:26 UTC",-8.58,116.34,10,3.1,"MLv",1.949,0.293,159,0.384,12,"Sumbawa Region, Indonesia"
"7/29/2018","17:43:48 UTC",-8.82,116.38,14,2.8,"MLv",1.937,0.486,187,0.239,10,"Sumbawa Region, Indonesia"
"7/29/2018","17:45:39 UTC",-0.02,123.17,13,2.2,"MLv",1.327,0.829,148,0.358,9,"Minahassa Peninsula, Sulawesi"
"7/29/2018","17:50:42 UTC",-8.84,116.37,23,2.6,"MLv",1.392,0.492,213,0.239,8,"Sumbawa Region, Indonesia"
"7/29/2018","17:52:08 UTC",1.91,128.24,210,3.7,"MLv",6.262,0.454,169,0.933,14,"Halmahera, Indonesia"
"7/29/2018","17:52:46 UTC",-8.68,116.38,10,2.7,"MLv",2.211,0.378,178,0.345,7,"Sumbawa Region, Indonesia"
"7/29/2018","17:55:42 UTC",-8.27,116.61,10,3.7,"MLv",4.395,0.53,133,0.57,18,"Sumbawa Region, Indonesia"
"7/29/2018","17:59:40 UTC",-6.71,151.25,208,4.5,"mb",70.998,11.777,195,1.033,20,"New Britain Region, P.N.G."
"7/29/2018","18:03:15 UTC",-8.28,116.49,10,4.5,"MLv",7.183,0.421,110,0.638,29,"Sumbawa Region, Indonesia"
"7/29/2018","18:07:13 UTC",-8.37,116.43,10,3.5,"MLv",3.184,0.34,171,0.245,8,"Sumbawa Region, Indonesia"
"7/29/2018","18:07:57 UTC",-8.42,116.47,10,3.8,"MLv",4.637,0.368,131,0.613,12,"Sumbawa Region, Indonesia"
"7/29/2018","18:42:11 UTC",-8.71,116.37,19,3.2,"MLv",4.578,0.399,177,0.663,12,"Sumbawa Region, Indonesia"
"7/29/2018","18:49:30 UTC",-8.76,116.28,14,2.8,"M",1.483,0.385,210,0.154,6,"Sumbawa Region, Indonesia"
"7/29/2018","18:58:28 UTC",-9.15,115.97,10,3.4,"MLv",4.664,0.731,181,0.392,13,"South of Bali, Indonesia"
"7/29/2018","19:20:28 UTC",-8.52,116.57,10,3.2,"MLv",4.703,0.377,138,0.645,13,"Sumbawa Region, Indonesia"
"7/29/2018","19:21:15 UTC",-8.52,116.43,10,2.9,"MLv",3.128,0.347,160,0.658,11,"Sumbawa Region, Indonesia"
"7/29/2018","19:28:39 UTC",-8.96,124.08,10,3,"MLv",5.892,0.787,83,0.764,11,"Timor Region"
"7/29/2018","19:48:26 UTC",-8.39,116.57,10,3.9,"MLv",5.074,0.46,120,0.529,17,"Sumbawa Region, Indonesia"
"7/29/2018","19:59:20 UTC",-2.37,128.33,67,3.6,"MLv",6.283,0.944,59,0.487,14,"Ceram Sea"
"7/29/2018","20:09:46 UTC",-8.16,116.47,10,3.7,"MLv",5.193,0.457,132,1.496,17,"Sumbawa Region, Indonesia"
"7/29/2018","20:25:01 UTC",-8.76,116.06,44,2.9,"MLv",1.906,0.335,183,0.569,9,"Sumbawa Region, Indonesia"
"7/29/2018","20:26:57 UTC",-8.74,116.29,14,2.9,"MLv",4.606,0.371,180,0.206,8,"Sumbawa Region, Indonesia"
"7/29/2018","20:29:48 UTC",-2.25,128.27,24,3.8,"MLv",6.907,1.068,87,0.249,9,"Ceram Sea"
"7/29/2018","20:34:04 UTC",-8.75,116.33,12,2.7,"MLv",3.152,0.396,167,0.208,8,"Sumbawa Region, Indonesia"
"7/29/2018","20:35:50 UTC",-8.67,116.31,29,2.9,"MLv",4.589,0.326,173,0.244,8,"Sumbawa Region, Indonesia"
"7/29/2018","20:45:06 UTC",-8.75,116.31,10,3.3,"MLv",4.612,0.39,164,0.256,11,"Sumbawa Region, Indonesia"
"7/29/2018","20:47:42 UTC",-8.86,116.36,10,2.9,"MLv",2.352,0.506,190,0.253,10,"Sumbawa Region, Indonesia"
"7/29/2018","20:49:18 UTC",-8.74,116.3,10,2.9,"MLv",2.138,0.371,179,0.441,9,"Sumbawa Region, Indonesia"
"7/29/2018","20:53:02 UTC",0.55,121.96,174,2.8,"MLv",3.053,0.078,108,0.554,12,"Minahassa Peninsula, Sulawesi"
"7/29/2018","21:00:33 UTC",-8.89,116.36,10,3,"MLv",4.318,0.532,176,0.466,10,"Sumbawa Region, Indonesia"
"7/29/2018","21:10:17 UTC",-8.81,116.29,10,3.5,"MLv",4.606,0.435,170,0.202,13,"Sumbawa Region, Indonesia"
"7/29/2018","21:22:32 UTC",-8.77,116.38,26,3,"MLv",2.337,0.45,182,0.09,10,"Sumbawa Region, Indonesia"
"7/29/2018","21:30:20 UTC",-8.8,116.33,11,3.2,"MLv",2.299,0.439,185,0.236,9,"Sumbawa Region, Indonesia"
"7/29/2018","21:32:08 UTC",-8.86,116.2,10,2.8,"MLv",3.242,0.449,176,0.55,9,"Sumbawa Region, Indonesia"
"7/29/2018","21:39:17 UTC",-8.76,116.3,12,2.7,"MLv",3.174,0.395,168,0.225,10,"Sumbawa Region, Indonesia"
"7/29/2018","21:48:34 UTC",-8.88,116.36,14,3.5,"MLv",5.14,0.522,192,0.866,10,"Sumbawa Region, Indonesia"
"7/29/2018","21:53:35 UTC",-8.45,113.49,10,3.3,"MLv",2.71,0.653,192,0.766,10,"Java, Indonesia"
"7/29/2018","22:06:56 UTC",-8.75,116.27,14,2.8,"MLv",1.965,0.37,181,0.19,7,"Sumbawa Region, Indonesia"
"7/29/2018","22:09:23 UTC",-8.19,116.63,10,2.8,"MLv",2.471,0.582,205,0.499,7,"Sumbawa Region, Indonesia"
"7/29/2018","22:09:30 UTC",0.3,124.14,48,3.4,"MLv",4.466,1.344,104,0.478,13,"Minahassa Peninsula, Sulawesi"
"7/29/2018","22:14:54 UTC",-8.78,116.29,12,3.6,"MLv",5.343,0.398,185,0.331,12,"Sumbawa Region, Indonesia"
"7/29/2018","22:18:10 UTC",-8.51,116.51,10,2.6,"MLv",3.061,0.417,176,0.538,9,"Sumbawa Region, Indonesia"
"7/29/2018","22:23:07 UTC",-8.73,116.46,10,2.7,"MLv",3.032,0.418,165,0.462,9,"Sumbawa Region, Indonesia"
"7/29/2018","22:34:06 UTC",-8.44,116.45,12,3.6,"MLv",2.284,0.349,180,0.327,10,"Sumbawa Region, Indonesia"
"7/29/2018","22:37:07 UTC",-8.62,116.45,23,2.9,"MLv",2.111,0.402,161,0.61,7,"Sumbawa Region, Indonesia"
"7/29/2018","22:50:48 UTC",-8.76,116.31,12,2.9,"MLv",2.266,0.399,182,0.271,9,"Sumbawa Region, Indonesia"
"7/29/2018","23:00:25 UTC",-8.83,116.38,13,2.5,"M",1.379,0.497,235,0.025,5,"Sumbawa Region, Indonesia"
"7/29/2018","23:08:14 UTC",-8.93,116.16,14,2.8,"MLv",2.216,0.513,214,0.153,5,"Sumbawa Region, Indonesia"
"7/29/2018","23:30:37 UTC",-8.9,116.09,10,2.8,"MLv",2.137,0.477,197,0.237,7,"Sumbawa Region, Indonesia"
"7/29/2018","23:35:03 UTC",-8.4,116.56,10,3.7,"MLv",5.09,0.456,131,0.649,16,"Sumbawa Region, Indonesia"
"7/29/2018","23:52:01 UTC",-8.53,116.42,10,3.6,"MLv",4.598,0.338,161,0.228,13,"Sumbawa Region, Indonesia"
"7/29/2018","23:56:35 UTC",-8.86,116.35,10,2.7,"MLv",2.208,0.501,190,0.201,8,"Sumbawa Region, Indonesia"
"7/30/2018","00:38:13 UTC",-8.75,116.18,33,2.8,"MLv",4.096,0.336,160,0.336,11,"Sumbawa Region, Indonesia"
"7/30/2018","00:42:47 UTC",-8.34,116.47,10,3.7,"MLv",4.548,0.378,138,0.688,11,"Sumbawa Region, Indonesia"
"7/30/2018","00:53:50 UTC",-8.89,116.34,10,2.9,"MLv",1.991,0.526,186,0.561,8,"Sumbawa Region, Indonesia"
